S. No.,Registration No,Pharmacy Name,District,Pranali,Prescription Type,Wholesale/Retail
279,3.72052E+12,CHURIYAMAI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
280,3.72052E+12,Shakira Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
281,3.72052E+12,SWECHATAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
282,3.72052E+12,MEDIGOLD PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
283,3.72052E+12,CEUTICS PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
284,3.72052E+12,HARIBOL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
285,3.72052E+12,BIMIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
286,3.72052E+12,HILATOL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
287,3.72052E+12,AAVAS MEDI SALES,Kathmandu,ALLOPATHY,"A,B,C",Retail
288,3.72052E+12,NAYABASTI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
289,3.72052E+12,NEEYAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
290,3.72052E+12,PURBA GORKHALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
291,3.72052E+12,PRINSU PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
292,3.72052E+12,REMEDI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
293,3.72052E+12,KARTBAYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
294,3.72052E+12,UNISHA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
295,3.72052E+12,SUNU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
296,3.72052E+12,DUMKIBAS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
297,3.72052E+12,GURJUDHARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
298,3.72052E+12,SHRIMAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
299,3.72052E+12,NEON PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
300,3.72052E+12,BLUEBIRD PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
301,3.72052E+12,KRISHNA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
302,3.72052E+12,NIRBHARAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
303,3.72052E+12,SHANTWANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
304,3.72052E+12,ganga heart clinic pvt ltd pharmecy unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
305,3.72052E+12,KRISAB MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
306,3.72052E+12,BHERI RAPTI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
307,3.72052E+12,CITY HEALTH CARE MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
308,3.72052E+12,BIVA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
309,3.72052E+12,MINBHAWAN AUSHADHI PASAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
310,3.72052E+12,BISHNUDEVI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
311,3.72052E+12,GUMBESI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
312,3.72052E+12,MADHYAPASHCHIM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
313,3.72052E+12,SAMAGRA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
314,3.72052E+12,YUGIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
315,3.72052E+12,SHRISAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
316,3.72052E+12,JHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
317,3.72052E+12,GENTAL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
318,3.72052E+12,SUMYAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
319,3.72052E+12,NAYA BAZAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
320,3.72052E+12,SHRAMITA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
321,3.72052E+12,WELFARE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
322,3.72052E+12,SAPTARI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
323,3.72052E+12,SINAMANGAL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
324,3.72052E+12,SHUKRARAJ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
325,3.72052E+12,UNIVERSAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
326,3.72052E+12,KUNJIKA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
327,3.72052E+12,SENDEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
328,3.72052E+12,PANCHAYAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
329,3.72052E+12,MAHAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
330,3.72052E+12,KANKALINI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
331,3.72052E+12,SALLAGHARI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
332,3.72052E+12,PADMA TRADING PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
333,3.72052E+12,THAKUR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
334,3.72052E+12,SUBRAT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
335,3.72052E+12,SAMUNNAT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
336,3.72052E+12,UTSAV PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
337,3.72052E+12,CHANDRA DEV MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
338,3.72052E+12,GITA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
339,3.72052E+12,MIHANG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
340,3.72052E+12,SURYA CHANDRA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
341,3.72052E+12,SIYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
342,3.72052E+12,KUNDAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
343,3.72052E+12,PHARPING PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
344,3.72052E+12,GOTHATAR POLYCLINIC AND LAB CENTER Pvt Ltd Pharmacy Unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
345,3.72052E+12,PRAPTI MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
346,3.72052E+12,NIST PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
347,3.72052E+12,AACHMAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
348,3.72052E+12,RANIBAN GORKHALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
349,3.72052E+12,AAKRITI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
350,3.72052E+12,PRASHWAS MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
351,3.72052E+12,TOSHIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
352,3.72052E+12,DILSHREE MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
353,3.72052E+12,KAGESHWORI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
354,3.72052E+12,SCHOLAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
355,3.72052E+12,KAMAKSHYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
356,3.72052E+12,DAYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
357,3.72052E+12,GHATARAJ PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
358,3.72052E+12,AMBIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
359,3.72052E+12,BASUKI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
360,3.72052E+12,SUBHAYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
361,3.72052E+12,UDAYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
362,3.72052E+12,Shubha Prabhat Swasthya Upachar Kendra Pvt Ltd Pharmacy Unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
363,3.72052E+12,EAZY PLUS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
364,3.72052E+12,SAMBANDHA POLYCLINIC AND MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
365,3.72052E+12,REASON PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
366,3.72052E+12,NARAYANTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
367,3.72052E+12,SAMYETA Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
368,3.72052E+12,SAMAIRA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
369,3.72052E+12,BIBU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
370,3.72052E+12,ACME PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
371,3.72052E+12,VENUS PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
372,3.72052E+12,LALIMA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
373,3.72052E+12,SIGDEL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
374,3.72052E+12,BHUPEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
375,3.72052E+12,GYANGANGA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
376,3.72052E+12,CHALNAKHEL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
377,3.72052E+12,SITA AND KRISHNA MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
378,3.72052E+12,BIOTECH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
379,3.72052E+12,CHIRANJIBI BHAVA HEALTH CARE SERVICE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
380,3.72052E+12,TUNIC PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
381,3.72052E+12,CARIER PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
382,3.72052E+12,SAPIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
383,3.72052E+12,DIRGHAYU MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
384,3.72052E+12,SUMANGAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
385,3.72052E+12,BHOLA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
386,3.72052E+12,MOTIRATNA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
387,3.72052E+12,CHAIN PHARMACY PVT LTD PHARMACY UNIT BASUNDHARA SHAKHA,Kathmandu,ALLOPATHY,"A,B,C",Retail
388,3.72052E+12,DIAMOND PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
389,3.72052E+12,BIMU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
390,3.72052E+12,Tripureshwor Aushadhi Ghar,Kathmandu,ALLOPATHY,"A,B,C",Retail
391,3.72052E+12,DIPIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
392,3.72052E+12,SUPA DEURALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
393,3.72052E+12,SHIKHARBESI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
394,3.72052E+12,PRAHARSHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
395,3.72052E+12,PERFECT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
396,3.72052E+12,AKALA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
397,3.72052E+12,KHUMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
398,3.72052E+12,REKHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
399,3.72052E+12,PEACE LAND PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
400,3.72052E+12,KALAKUNJA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
401,3.72052E+12,KOTDEVI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
402,3.72052E+12,VIDHYANAGAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
403,3.72052E+12,JEEVNATH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
404,3.72052E+12,PRASAD PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
405,3.72052E+12,GANDHI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
406,3.72052E+12,NAWAL DOSTI AUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
407,3.72052E+12,BALAJU SWASTHYA CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
408,3.72052E+12,SATKARMA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
409,3.72052E+12,MIRUS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
410,3.72052E+12,PINAKAL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
411,3.72052E+12,RANA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
412,3.72052E+12,HEAVEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
413,3.72052E+12,PRAJAKTA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
414,3.72052E+12,NOVA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
415,3.72052E+12,SIGMA MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
416,3.72052E+12,SUNRISE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
417,3.72052E+12,PRAKASH PHARMACIA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
418,3.72052E+12,TRICHANDRA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
419,3.72052E+12,SANGA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
420,3.72052E+12,JASINA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
421,3.72052E+12,AVIK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
422,3.72052E+12,VEEDANTA HEALTH CENTRE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
423,3.72052E+12,RAJIV RAJ PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
424,3.72052E+12,LIFE STYLE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
425,3.72052E+12,BAIKUNTHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
426,3.72052E+12,SABU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
427,3.72052E+12,SAKUL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
428,3.72052E+12,PURPOSE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
429,3.72052E+12,BHARDWAJ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
430,3.72052E+12,DRABYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
431,3.72052E+12,AAYU PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
432,3.72052E+12,SHRASHU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
433,3.72052E+12,KAUSHALYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
434,3.72052E+12,LYABO PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
435,3.72052E+12,SARALIKRIT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
436,3.72052E+12,SAMPURNA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
437,3.72052E+12,JANASWASTHYA SAROKAR TRUST KIRTIPUR ASPATAL PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
438,3.72052E+12,DEWAL POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
439,3.72052E+12,MEDILINE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
440,3.72052E+12,SUYOGYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
441,3.72052E+12,VISION POLYCLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
442,3.72052E+12,COMPLETE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
443,3.72052E+12,SABI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
444,3.72052E+12,AROMIN MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
445,3.72052E+12,SAUHARDA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
446,3.72052E+12,SHANKHADEVI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
447,3.72052E+12,SABAIKO AUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
448,3.72052E+12,RONIS PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
449,3.72052E+12,SAHASI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
450,3.72052E+12,MOTHER LAND HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
451,3.72052E+12,DIANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
452,3.72052E+12,ND MEDICAL STORES,Kathmandu,ALLOPATHY,"A,B,C",Retail
453,3.72052E+12,CHAMPAWATI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
454,3.72052E+12,MOTHER PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
455,3.72052E+12,MAYUSHA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
456,3.72052E+12,SOURCE MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
457,3.72052E+12,LAV KUSH POLICLINIC AND DIAGNOSTIC CENTER PVT PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
458,3.72052E+12,HASANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
459,3.72052E+12,CHAIN PHARMACY Pvt Ltd pharmacy unit bijuli bazar shakha,Kathmandu,ALLOPATHY,"A,B,C",Retail
460,3.72052E+12,GRANDE INTERNATIONAL HOSPITAL LIMITED PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
461,3.72052E+12,RIDDHI SIDDHI HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
462,3.72052E+12,AROGYA MEDI CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
463,3.72052E+12,PARAMARSHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
464,3.72052E+12,SADHAK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
465,3.72052E+12,BHABISHYA MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
466,3.72052E+12,JIGYASHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
467,3.72052E+12,ALL NEPAL HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
468,3.72052E+12,HEY BINDEBASINI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
469,3.72052E+12,GUHESHWORI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
470,3.72052E+12,HOSPITAL FOR ADVANCED MEDICINE AND SURGERY LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
471,3.72052E+12,HEALTH PLUS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
472,3.72052E+12,RITIV PHARMACEUTICALS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
473,3.72052E+12,COMPASS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
474,3.72052E+12,NEUTON PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
475,3.72052E+12,GREEN CITY PHARMACY pvt ltd pharmacy unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
476,3.72052E+12,PRATISHMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
477,3.72052E+12,NIMU PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
478,3.72052E+12,MEDIPOINT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
479,3.72052E+12,DHAULAGIRI HIMAL POLYCLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
480,3.72052E+12,PEOPLES LIFE CARE HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
481,3.72052E+12,AGRIMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
482,3.72052E+12,SUVEKCHYA INTERNATIONAL HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
483,3.72052E+12,MAITRI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
484,3.72052E+12,saharobar pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
485,3.72052E+12,AKSHATA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
486,3.72052E+12,ARCHANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
487,3.72052E+12,TARA AND TIWARI AUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
488,3.72052E+12,BATUK BHAIRAV PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
489,3.72052E+12,CHAMLING PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
490,3.72052E+12,Saisha Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
491,3.72052E+12,SOMMEHEK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
492,3.72052E+12,USAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
493,3.72052E+12,SABINA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
494,3.72052E+12,SUJAYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
495,3.72052E+12,SANDHI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
496,3.72052E+12,BANASTHALI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
497,3.72052E+12,ARUN MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
498,3.72052E+12,ROSE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
499,3.72052E+12,UPAMA DRUG HOUSE,Kathmandu,ALLOPATHY,"A,B,C",Retail
500,3.72052E+12,ABASHYAK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
501,3.72052E+12,MODERN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
502,3.72052E+12,CVS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
503,3.72052E+12,KASAK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
504,3.72052E+12,GREEMMEDI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
505,3.72052E+12,SHUBHA DEEP PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
506,3.72052E+12,AAGYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
507,3.72052E+12,UJJWAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
508,3.72052E+12,SATYA SHRI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
509,3.72052E+12,GOLDEN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
510,3.72052E+12,NIRANJANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
511,3.72052E+12,ABIR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
512,3.72052E+12,BASU JYOTI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
513,3.72052E+12,KRITISH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
514,3.72052E+12,CHAKRAPATH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
515,3.72052E+12,KATHMANDU POLYCLINIC AND PATHOLOGY LAB PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
516,3.72052E+12,GENIUS PHARMACIA,Kathmandu,ALLOPATHY,"A,B,C",Retail
517,3.72052E+12,GULMI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
518,3.72052E+12,SHYAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
519,3.72052E+12,SIPHAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
520,3.72052E+12,VAYODHA HOSPITALS PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
521,3.72052E+12,U V SWASTHYA CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
522,3.72052E+12,OM SAMAJ DENTEL HOSPITAL PVT LTD PHARMACY UNT,Kathmandu,ALLOPATHY,"A,B,C",Retail
523,3.72052E+12,JOSHO MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
524,3.72052E+12,JIWANTA SWASTHYA SEWA SADAN PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
525,3.72052E+12,KIRTIPUR SAMUDAYAK SWASTHYA KENDRA PHARMAY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
526,3.72052E+12,SKYLINE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
527,3.72052E+12,TOKHA EMERGENCY MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
528,3.72052E+12,MEDI PLUS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
529,3.72052E+12,Parameshwor Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
530,3.72052E+12,SAJHEDARI MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
531,3.72052E+12,LISA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
532,3.72052E+12,GLOBAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
533,3.72052E+12,UGRATARA UNIQUE POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
534,3.72052E+12,NASA MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
535,3.72052E+12,NILGIRI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
